MS SubClass,Overall Qual,Year Built,Year Remod/Add,BsmtFin Type 1,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,SalePrice,SaleDate,House Age,Remodel Age,Age Bucket,Total SF,Total SF Plus Garage,Total Baths,Price per SF,Qual x SF,Season Sold,Exter Qual_Ord,Bsmt Qual_Ord,Heating QC_Ord,Kitchen Qual_Ord,Fireplace Qu_Ord,Functional_Ord,Neighborhood__BrkSide,Neighborhood__ClearCr,Neighborhood__CollgCr,Neighborhood__Crawfor,Neighborhood__Edwards,Neighborhood__Gilbert,Neighborhood__IDOTRR,Neighborhood__MeadowV,Neighborhood__NAmes,Neighborhood__NWAmes,Neighborhood__NoRidge,Neighborhood__NridgHt,Neighborhood__OldTown,Neighborhood__SWISU,Neighborhood__Sawyer,Neighborhood__Somerst,Neighborhood__StoneBr,Neighborhood__Timber,House Style__2Story,House Style__Other,House Style__SFoyer,Bldg Type__2fmCon,Bldg Type__Duplex,Bldg Type__Twnhs,Bldg Type__TwnhsE,Sale Condition__Normal,Sale Condition__Other,Sale Condition__Partial,Sale Type__New,Sale Type__Other,Sale Type__WD ,Garage Type__BuiltIn,Garage Type__Detchd,Garage Type__Other,Foundation__CBlock,Foundation__PConc,Foundation__Slab,Exterior 1st__CemntBd,Exterior 1st__HdBoard,Exterior 1st__MetalSd,Exterior 1st__VinylSd,Exterior 1st__Wd Sdng,Exterior 1st__WdShing,Exterior 2nd__CmentBd,Exterior 2nd__HdBoard,Exterior 2nd__MetalSd,Exterior 2nd__VinylSd,Exterior 2nd__Wd Sdng,Exterior 2nd__Wd Shng,Roof Style__Hip,MS Zoning__Other,MS Zoning__RL,MS Zoning__RM,Lot Shape__IR2,Lot Shape__Reg,Lot Config__CulDSac,Lot Config__Inside,Condition 1__Feedr,Condition 1__Norm,Condition 1__PosN
20,4,1956,1956,Rec,1200.0,1200,1200,1,1956.0,Unf,1.0,294.0,144000,2009-11-01,53,53,30-60,2400.0,2694.0,1.0,60.0,9600.0,Fall,3,3.0,3,3,4.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
80,6,1962,1962,Rec,1362.0,1382,1382,1,1991.0,Unf,2.0,884.0,176000,2009-05-01,47,47,30-60,2744.0,3628.0,1.0,64.1399416909621,16464.0,Spring,3,3.0,3,3,3.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
20,5,1954,1990,Rec,1297.0,1297,1297,1,1954.0,Fin,2.0,498.0,153000,2009-10-01,55,19,30-60,2594.0,3092.0,1.0,58.982266769468005,12970.0,Fall,3,3.0,4,3,3.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False
90,5,1958,1958,Unf,1866.0,1866,1866,2,1958.0,Unf,2.0,495.0,135000,2009-12-01,51,51,30-60,3732.0,4227.0,2.0,36.17363344051447,18660.0,Winter,3,3.0,5,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False
20,6,1954,1954,ALQ,1062.0,1062,1062,1,1954.0,Unf,1.0,297.0,131000,2009-02-01,55,55,30-60,2124.0,2421.0,1.0,61.67608286252354,12744.0,Winter,3,3.0,4,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
20,5,1953,1953,BLQ,608.0,1319,1319,1,1953.0,Unf,1.0,270.0,123000,2009-11-01,56,56,30-60,1927.0,2197.0,1.0,63.829787234042556,9635.0,Fall,3,3.0,3,3,0.0,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
20,5,1951,1951,Rec,631.0,1112,1112,1,1951.0,Unf,2.0,480.0,126000,2009-10-01,58,58,30-60,1743.0,2223.0,1.0,72.28915662650603,8715.0,Fall,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
20,4,1955,1955,Unf,1005.0,1005,1005,1,1977.0,Unf,2.0,672.0,115000,2009-11-01,54,54,30-60,2010.0,2682.0,1.0,57.21393034825871,8040.0,Fall,3,3.0,3,2,3.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
20,5,1951,2000,BLQ,1008.0,1363,1363,1,1951.0,Unf,1.0,288.0,164900,2009-06-01,58,9,30-60,2371.0,2659.0,1.0,69.54871362294391,11855.0,Summer,4,3.0,5,3,3.0,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False
30,5,1945,1950,BLQ,793.0,793,793,1,1945.0,Unf,1.0,240.0,113000,2009-08-01,64,59,60+,1586.0,1826.0,1.0,71.2484237074401,7930.0,Summer,3,3.0,3,2,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
20,5,1952,2005,GLQ,1031.0,1031,1031,1,1952.0,Unf,1.0,230.0,145500,2009-03-01,57,4,30-60,2062.0,2292.0,1.0,70.56256062075654,10310.0,Spring,4,3.0,4,4,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False
20,5,1953,1953,,0.0,1210,1210,1,1953.0,Fin,1.0,616.0,102900,2009-08-01,56,56,30-60,1210.0,1826.0,1.5,85.04132231404958,6050.0,Summer,3,0.0,3,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False
190,3,1900,1970,BLQ,978.0,1014,1699,2,1920.0,Unf,2.0,420.0,95000,2009-08-01,109,39,60+,2677.0,3097.0,2.0,35.487485991781845,8031.0,Summer,3,2.0,3,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
60,7,1948,1999,ALQ,699.0,801,1527,1,1948.0,Unf,2.0,410.0,152500,2009-12-01,61,10,60+,2226.0,2636.0,1.5,68.50853548966757,15582.0,Winter,3,3.0,5,3,4.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
20,5,1950,1950,BLQ,1200.0,1200,1200,1,1950.0,Fin,1.0,246.0,129900,2009-08-01,59,59,30-60,2400.0,2646.0,1.0,54.125,12000.0,Summer,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False
20,6,1948,2002,ALQ,972.0,972,972,1,1948.0,Unf,1.0,240.0,132000,2009-05-01,61,7,60+,1944.0,2184.0,1.0,67.90123456790124,11664.0,Spring,3,3.0,5,3,4.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False
20,3,1958,1958,Unf,792.0,792,792,1,1958.0,Unf,1.0,366.0,99900,2009-08-01,51,51,30-60,1584.0,1950.0,1.0,63.06818181818182,4752.0,Summer,3,3.0,4,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
50,5,1916,1987,Unf,660.0,808,1656,2,1916.0,Unf,1.0,180.0,135000,2009-08-01,93,22,60+,2172.0,2352.0,2.5,62.15469613259668,10860.0,Summer,3,2.0,5,3,0.0,6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
60,5,1939,2006,Unf,676.0,676,1352,2,1939.0,Unf,2.0,720.0,149000,2009-08-01,70,3,60+,2028.0,2748.0,2.0,73.47140039447731,10140.0,Summer,3,3.0,5,4,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False
70,4,1900,2003,Unf,405.0,717,1039,1,1940.0,Unf,1.0,281.0,114000,2009-05-01,109,6,60+,1444.0,1725.0,1.0,78.94736842105263,5776.0,Spring,4,2.0,4,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
30,5,1924,2006,Unf,768.0,792,792,1,1924.0,Unf,1.0,240.0,109500,2009-05-01,85,3,60+,1560.0,1800.0,1.0,70.1923076923077,7800.0,Spring,4,3.0,5,4,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False
30,5,1925,1950,Unf,1054.0,1078,1078,1,1987.0,Unf,1.0,264.0,125000,2009-12-01,84,59,60+,2132.0,2396.0,1.0,58.630393996247655,10660.0,Winter,3,3.0,5,5,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
50,4,1915,1950,Unf,1313.0,1313,2377,2,1954.0,Unf,2.0,528.0,142900,2009-06-01,94,59,60+,2626.0,3154.0,2.0,54.41736481340442,10504.0,Summer,3,3.0,3,4,3.0,6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
70,7,1910,2008,Unf,560.0,930,1690,2,2008.0,Unf,2.0,624.0,156500,2009-08-01,99,1,60+,2250.0,2874.0,2.0,69.55555555555556,15750.0,Summer,4,3.0,5,4,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
30,2,1940,1950,Unf,416.0,599,599,1,,,0.0,0.0,59000,2009-06-01,69,59,60+,1015.0,1015.0,1.0,58.12807881773399,2030.0,Summer,2,2.0,4,4,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
50,4,1920,1950,ALQ,840.0,840,1374,1,1967.0,Fin,1.0,338.0,105000,2009-10-01,89,59,60+,2214.0,2552.0,1.0,47.42547425474255,8856.0,Fall,2,3.0,5,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
30,5,1920,1950,Unf,720.0,846,846,1,1980.0,Fin,2.0,576.0,106000,2009-06-01,89,59,60+,1566.0,2142.0,1.0,67.68837803320562,7830.0,Summer,3,3.0,3,4,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False
30,3,1890,1998,Unf,630.0,725,725,1,1959.0,Unf,1.0,320.0,78500,2009-11-01,119,11,60+,1355.0,1675.0,1.5,57.93357933579336,4065.0,Fall,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
90,6,1969,1969,Unf,1248.0,1248,2544,2,1969.0,RFn,3.0,907.0,190000,2009-08-01,40,40,30-60,3792.0,4699.0,3.0,50.10548523206751,22752.0,Summer,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
20,6,1963,1963,Rec,1380.0,1380,1380,1,1963.0,Unf,1.0,364.0,154000,2009-06-01,46,46,30-60,2760.0,3124.0,1.5,55.79710144927536,16560.0,Summer,3,3.0,2,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
20,6,1967,1967,BLQ,1040.0,1040,1040,1,1967.0,RFn,2.0,480.0,163000,2009-05-01,42,42,30-60,2080.0,2560.0,1.0,78.36538461538461,12480.0,Spring,2,3.0,4,3,1.0,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
90,5,1969,1969,LwQ,1248.0,1338,2634,2,1969.0,Unf,4.0,968.0,200000,2009-08-01,40,40,30-60,3882.0,4850.0,3.0,51.51983513652756,19410.0,Summer,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
20,6,1958,2007,GLQ,951.0,951,951,1,1985.0,Unf,2.0,480.0,143500,2009-09-01,51,2,30-60,1902.0,2382.0,1.0,75.44689800210305,11412.0,Fall,4,3.0,4,4,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False
20,6,1957,1957,Rec,1105.0,1105,1105,1,1957.0,Unf,1.0,308.0,135000,2009-04-01,52,52,30-60,2210.0,2518.0,1.0,61.085972850678736,13260.0,Spring,3,3.0,4,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
20,5,1957,2000,BLQ,992.0,1306,1306,1,1968.0,Unf,1.0,756.0,153000,2009-05-01,52,9,30-60,2298.0,3054.0,1.0,66.57963446475196,11490.0,Spring,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
20,6,1960,1960,BLQ,1478.0,1478,1478,2,1960.0,Unf,2.0,498.0,157500,2009-12-01,49,49,30-60,2956.0,3454.0,2.0,53.28146143437077,17736.0,Winter,3,3.0,5,3,4.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
20,6,1958,1958,Unf,160.0,1142,1142,1,1958.0,RFn,1.0,384.0,113500,2009-04-01,51,51,30-60,1302.0,1686.0,1.0,87.17357910906298,7812.0,Spring,3,4.0,2,3,4.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
40,5,1949,1950,Rec,832.0,1036,1268,1,1949.0,Unf,1.0,288.0,133000,2009-09-01,60,59,30-60,1868.0,2156.0,1.0,71.19914346895075,9340.0,Fall,4,3.0,4,3,4.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
90,3,1950,1950,,0.0,1040,1040,2,1987.0,Unf,2.0,400.0,92900,2009-06-01,59,59,30-60,1040.0,1440.0,2.0,89.32692307692308,3120.0,Summer,3,0.0,2,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
50,6,1950,1950,Rec,795.0,765,1133,1,1989.0,Unf,2.0,900.0,128500,2009-12-01,59,59,30-60,1928.0,2828.0,1.0,66.649377593361,11568.0,Winter,3,3.0,4,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
90,4,1949,1950,,0.0,1040,1040,2,1956.0,Unf,2.0,420.0,90000,2009-06-01,60,59,30-60,1040.0,1460.0,2.0,86.53846153846153,4160.0,Summer,3,0.0,2,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
50,5,1950,1982,Rec,1208.0,1136,1904,1,1950.0,Unf,1.0,240.0,138000,2009-05-01,59,27,30-60,3112.0,3352.0,1.5,44.34447300771208,15560.0,Spring,3,3.0,4,3,0.0,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False
20,5,1958,1958,Unf,1041.0,1041,1041,1,1958.0,RFn,1.0,294.0,128000,2009-03-01,51,51,30-60,2082.0,2376.0,1.0,61.47934678194044,10410.0,Spring,3,3.0,4,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
20,5,1958,1965,LwQ,1029.0,1339,1339,1,1958.0,Unf,1.0,294.0,139000,2009-05-01,51,44,30-60,2368.0,2662.0,1.0,58.69932432432432,11840.0,Spring,3,3.0,3,3,0.0,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
20,5,1952,1952,ALQ,732.0,732,732,1,1952.0,Unf,1.0,240.0,118900,2009-09-01,57,57,30-60,1464.0,1704.0,1.0,81.21584699453553,7320.0,Fall,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
80,5,1959,1959,GLQ,528.0,1183,1183,1,1959.0,RFn,1.0,288.0,138000,2009-07-01,50,50,30-60,1711.0,1999.0,1.0,80.65458796025716,8555.0,Summer,3,4.0,3,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
20,5,1959,1959,BLQ,1148.0,1148,1148,1,1959.0,Unf,1.0,672.0,132500,2009-07-01,50,50,30-60,2296.0,2968.0,1.0,57.70905923344948,11480.0,Summer,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
50,4,1949,1996,Unf,832.0,832,1461,2,1949.0,Unf,1.0,384.0,133500,2009-08-01,60,13,30-60,2293.0,2677.0,2.0,58.22067160924553,9172.0,Summer,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
50,6,1948,1994,LwQ,864.0,1064,1495,1,1994.0,Unf,2.0,576.0,135000,2009-08-01,61,15,60+,1928.0,2504.0,1.0,70.02074688796681,11568.0,Summer,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
60,6,1964,1964,Unf,780.0,993,1806,1,1964.0,Unf,2.0,483.0,144750,2009-03-01,45,45,30-60,2586.0,3069.0,1.5,55.97447795823666,15516.0,Spring,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
90,5,1978,1978,GLQ,941.0,941,941,1,1978.0,Unf,2.0,564.0,145000,2009-11-01,31,31,30-60,1882.0,2446.0,1.0,77.04569606801276,9410.0,Fall,3,4.0,4,4,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
20,6,1963,1963,BLQ,1045.0,1045,1045,1,1963.0,RFn,1.0,264.0,127000,2009-04-01,46,46,30-60,2090.0,2354.0,1.0,60.76555023923445,12540.0,Spring,3,3.0,3,3,2.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
20,5,1962,1962,Unf,894.0,894,894,1,1962.0,Unf,1.0,308.0,109500,2009-08-01,47,47,30-60,1788.0,2096.0,1.0,61.241610738255034,8940.0,Summer,3,3.0,4,3,0.0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True
50,6,1926,2004,Rec,818.0,818,1224,1,1926.0,Unf,1.0,210.0,115000,2009-12-01,83,5,60+,2042.0,2252.0,1.0,56.31733594515181,12252.0,Winter,3,3.0,3,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
50,5,1910,1981,Unf,440.0,682,1230,1,1966.0,Unf,2.0,440.0,110000,2009-05-01,99,28,60+,1670.0,2110.0,1.5,65.86826347305389,8350.0,Spring,3,3.0,4,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
50,6,1935,1998,Unf,901.0,861,1378,1,1920.0,Unf,1.0,162.0,128900,2009-06-01,74,11,60+,2279.0,2441.0,1.0,56.5598946906538,13674.0,Summer,3,3.0,4,4,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False
90,6,1910,1950,LwQ,972.0,972,1944,2,1920.0,Unf,2.0,324.0,103500,2009-06-01,99,59,60+,2916.0,3240.0,2.0,35.49382716049383,17496.0,Summer,3,3.0,4,3,0.0,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False
